label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
one_finger,0.0,0.0,0.0,0.184616516620534,-0.30006677599591935,-0.07355578827244404,0.28856695948469957,-0.6422587791306862,-0.11124932495244971,0.16339780936601903,-0.8956218323173544,-0.1546689156681484,-0.058036938419463904,-0.9363078548545473,-0.19933517335331483,0.13068808894334882,-1.078501723864095,-0.04577741014789474,0.12363840968107512,-1.545635504751509,-0.13455877885500078,0.11809201957158183,-1.8122847904742865,-0.21044884967962943,0.08785414535800141,-2.0620816377833746,-0.27113197363172276,-0.05338167381115284,-0.9958992932719307,-0.07304104710084881,-0.09761321910270428,-1.272521725431245,-0.23565104600596568,-0.024467330164550313,-0.9301373739834974,-0.2987588283551306,0.02196282639247902,-0.7023426368020689,-0.30549691186973954,-0.20651009951353194,-0.8690921533856214,-0.10708474022793572,-0.2891694678568076,-1.1065963153500604,-0.2521734300494356,-0.16653894629702393,-0.7998206346621092,-0.22578912460277178,-0.07716134929083612,-0.5752676102397084,-0.16980164941205322,-0.3302242842066844,-0.6852550639349126,-0.1481870283686393,-0.3999579311112856,-0.8884348966309554,-0.2359934297894558,-0.2902107708179033,-0.7121929150741129,-0.18858549869729008,-0.19769577593502297,-0.5496231879137814,-0.1291698668272904
one_finger,0.0,0.0,0.0,0.17949303871133146,-0.31741712825465523,-0.07922022311886359,0.25901570038757726,-0.6264080277511922,-0.11187616313317637,0.12998097646170323,-0.8834595780995059,-0.1438928797306979,-0.09291427697327828,-0.9473704203431699,-0.1728064794766126,0.12457452268707127,-1.0868591765071645,-0.04798323793920936,0.11216340268924349,-1.5547504367758245,-0.14053022410539265,0.10295623449175492,-1.826385966107068,-0.22737412333218732,0.06663716092663487,-2.077917973283116,-0.29692656538229273,-0.0579844281366907,-0.9959637357773466,-0.06851308714466672,-0.11453637508256587,-1.2717225212727667,-0.22173368508488348,-0.05684637895606614,-0.9181257065494999,-0.2893391449397786,-0.015872148066493737,-0.7043045995595725,-0.30856176387622447,-0.2201714437197478,-0.8695452147282019,-0.09742440442687608,-0.3194432590894995,-1.1189914333921,-0.22890422195292415,-0.20315850519306486,-0.8021194016095232,-0.2053107024441718,-0.10394876354362484,-0.5776520940377559,-0.16066898796482193,-0.33571307854233134,-0.6731266796620636,-0.13483757377485509,-0.4293810680087954,-0.8772687466704564,-0.2090276684532097,-0.31805747257601424,-0.706031141061655,-0.16119388492349795,-0.2177774238748527,-0.5519249530115686,-0.10863132445119475
one_finger,0.0,0.0,0.0,0.17951246329110265,-0.31122646953055566,-0.08209864613834045,0.2544998488142784,-0.6349439126053227,-0.12084649057645527,0.11269361430617822,-0.8889939278985489,-0.16070829774795362,-0.1070899542205321,-0.9454438620229781,-0.20037846712711174,0.12193340575970195,-1.0755467214127175,-0.05161217085451876,0.11042821417630415,-1.5325155833970536,-0.13734791796466345,0.10225967763805283,-1.7994775173642832,-0.21204511271944176,0.07262027991422992,-2.044462905735119,-0.2720800961992662,-0.06457949426177387,-0.9953222832453648,-0.07185430673333133,-0.10828405358054445,-1.283749484138271,-0.21781380347198565,-0.05757910338599001,-0.9384405823080683,-0.2753979967173882,-0.02330486133929281,-0.7215738700614449,-0.2860070520620578,-0.22660044933610773,-0.8703969572428885,-0.10004077313600328,-0.30637578765583706,-1.1211580979730207,-0.2330157691176129,-0.19718184145977377,-0.804569576187851,-0.20549501391060315,-0.11438294323065176,-0.5753158886055532,-0.15578761884266554,-0.348859330970675,-0.6768141049336577,-0.13594684245218938,-0.4247744006900187,-0.8940658123120602,-0.2133942235185894,-0.3172109978349439,-0.719492988798922,-0.162865091283066,-0.22954844088233078,-0.5576424293784342,-0.10686598801700634
one_finger,0.0,0.0,0.0,0.17144566295757144,-0.31243721739818897,-0.08541113664267144,0.2407410950253719,-0.6361026336045179,-0.1251856415907389,0.10096374550325185,-0.8861666119948199,-0.16695080572654056,-0.11354640111991525,-0.9535585169763126,-0.20961047245294573,0.11545632158214719,-1.0660232751330785,-0.03978612827395808,0.10705944942098462,-1.514729175229842,-0.11227754972686495,0.0994164591117885,-1.7762039436679609,-0.17331240478388357,0.07173010115395187,-2.0087829777933806,-0.2234883902646821,-0.07049488304185786,-0.9958880306641785,-0.05689904959433734,-0.11251089776483313,-1.288091062732302,-0.19121272847090795,-0.06419114850751971,-0.9567151457437327,-0.24248729041927003,-0.031132745252275836,-0.744532679755065,-0.24750946604329552,-0.23103156889826607,-0.8732686243474413,-0.08277276252817095,-0.30302679396291426,-1.110599859268094,-0.21207420233875188,-0.19411027002614678,-0.8072246039628581,-0.18922993246492645,-0.11757199250593467,-0.5847753598364743,-0.1414482997993737,-0.3549965125934789,-0.6784541440822764,-0.11604727194915504,-0.4221780173854712,-0.8910261142041627,-0.19657415539921058,-0.31287536483913736,-0.7257295376178436,-0.15215409720202774,-0.22583464845047055,-0.5644757206438016,-0.09904900666064435
one_finger,0.0,0.0,0.0,0.17515134421230508,-0.31704654188293707,-0.08836532364355498,0.24280126355654877,-0.6343963798223342,-0.12227620057026724,0.10742790661343991,-0.8906528142204715,-0.1543928252506899,-0.1060542060536252,-0.9462512381563576,-0.18536013967739667,0.12196412392527649,-1.067923860871814,-0.03915618697776807,0.11129200479240998,-1.5151024136367774,-0.11135786401378837,0.10332294525045067,-1.772164178879568,-0.176599428652395,0.07492113190717255,-2.0047632548246486,-0.23051804028493242,-0.061762073794391005,-0.9966666694829595,-0.053300996072882426,-0.10512804454320397,-1.2888667017955668,-0.18018464078646662,-0.06035462933121868,-0.9457450352644646,-0.2315998405611687,-0.029844065906497415,-0.733236130469795,-0.2405659637179761,-0.22300751552564602,-0.8765465323711257,-0.0772894582635993,-0.29665431623887034,-1.1154948718139424,-0.1953211758849091,-0.19343091772040108,-0.811738905017977,-0.174789496133011,-0.11747223838265707,-0.5941440268788676,-0.133217982710058,-0.3420141703389715,-0.6787522751998709,-0.10969936890037296,-0.41439803563112926,-0.8927462664745055,-0.17582085792032573,-0.3099926914938046,-0.7360574932593331,-0.12922200173928583,-0.22746335140541427,-0.5783696167189913,-0.07953775113593128
one_finger,0.0,0.0,0.0,0.1729149653355066,-0.3093753224445365,-0.08164899101699526,0.24868333223085368,-0.6384893802114231,-0.11458028757870425,0.10502246473543825,-0.8852156501935813,-0.14856552949448712,-0.10965670188350171,-0.9382938893076955,-0.18198742837946294,0.11260840240255401,-1.0685947153519195,-0.03586760535676291,0.10163089830283271,-1.5104132022770753,-0.1090244664290682,0.09238777295780198,-1.7599343701519736,-0.17195401867799082,0.06513694639184213,-1.990241297147516,-0.22393919429757003,-0.07176063611500183,-0.9959770118365727,-0.05366752274385292,-0.11266006849385082,-1.281693665326742,-0.18724410110014672,-0.06250672866403607,-0.945828865021045,-0.24120772714590888,-0.02801076699569842,-0.7322141343051678,-0.2499983341061361,-0.23085870676784165,-0.8732359823536465,-0.0800129164628449,-0.3042028161630394,-1.1106565467677552,-0.2049026821317594,-0.19641375106186598,-0.804923023630708,-0.18244102497485995,-0.11912035430135037,-0.5840926435715406,-0.13692774242988381,-0.3533442443487035,-0.678268221719156,-0.11381359182953292,-0.4236666575534626,-0.8922077358709535,-0.18680425719089133,-0.31480791952634374,-0.729460428457959,-0.14071381291607307,-0.22995666258273906,-0.5703742841345412,-0.08881165401111905
one_finger,0.0,0.0,0.0,0.177905024062826,-0.3161894480970943,-0.08887219529505264,0.26377076269397015,-0.6403036175222648,-0.11367073514028278,0.11200469124413782,-0.8862029026791709,-0.13333905012195144,-0.09967864392582543,-0.9396565699875776,-0.14821343308860788,0.12038270351945243,-1.0784893469605557,-0.03619416751473114,0.10740316027837532,-1.5264168524252946,-0.1153414828015487,0.09716936107002412,-1.7774794628101178,-0.18518170407163997,0.06929718517067208,-2.012034889987568,-0.23960242817630717,-0.0638669347136796,-0.9968301235594513,-0.04744174759352285,-0.10912232323297193,-1.2759528230825814,-0.18615187801692307,-0.05738750937500349,-0.9240754232217728,-0.24511754909498754,-0.019478069407806966,-0.7007013201258032,-0.255257104287143,-0.22733142326371572,-0.876257561346335,-0.06844579409256107,-0.3040893388143251,-1.1060797856461149,-0.20053400567355786,-0.19646041735992564,-0.7786650638770648,-0.18060834903800074,-0.11554037831854942,-0.5612994092206313,-0.1332686047647833,-0.347766654060316,-0.6836216426553744,-0.09714736928691932,-0.42639985530593344,-0.8859558299311053,-0.1724463817188843,-0.3134345073693796,-0.70301906412251,-0.12302514460520586,-0.2275960935339234,-0.5426301183932851,-0.06605496842648081
one_finger,0.0,0.0,0.0,0.17199194842036528,-0.27998525965344967,-0.09358785569249238,0.2670142195362199,-0.6396428795462591,-0.14004396826749974,0.11923284485211669,-0.8851505954282707,-0.1909622299613973,-0.09286321984017563,-0.9461321874454499,-0.24345719035803648,0.11450293297437995,-1.0681071622310478,-0.04351024042514384,0.10361625492552906,-1.5046231408651953,-0.1275322581054954,0.09002377286061856,-1.763059588874695,-0.1850990404916411,0.06476018100263073,-1.9927292914575776,-0.22781190382365277,-0.07224917201875546,-0.9955340479916578,-0.06076196533974063,-0.11612117023364815,-1.2721679599986864,-0.22637516610644226,-0.06381137231465392,-0.9491977827677142,-0.28390776831849857,-0.02063485502948984,-0.7228337386701996,-0.27823817258049055,-0.2273093849174797,-0.871130351844128,-0.08675158787722186,-0.30347386661804443,-1.0703819102532641,-0.25532061510653276,-0.19664411179955593,-0.7514779816593067,-0.23428396421954759,-0.12023627246127637,-0.5344275906805762,-0.1694651979216957,-0.3602314653520309,-0.6946897356417676,-0.11837479992937179,-0.4332945893414616,-0.8869670646927527,-0.2260385444933902,-0.3289190447147903,-0.6918257968443785,-0.18267014573630866,-0.24384192548263414,-0.5283555271856456,-0.11802000452052136
one_finger,0.0,0.0,0.0,0.18124123657037167,-0.26059134391580946,-0.11227830169104475,0.2744505434088657,-0.6345593347735412,-0.16532638784409004,0.1262441896209052,-0.8792372211564098,-0.2201448022421261,-0.08364846058578301,-0.9460186913223196,-0.2744735067539295,0.11467564259851264,-1.072384599296697,-0.051305829076880145,0.10273646318979755,-1.505622994610938,-0.1396126901396629,0.090460471708689,-1.7727347907222475,-0.19487768048241993,0.06907003603622833,-1.999055723626223,-0.2329813936826547,-0.07204092021943885,-0.9954245187633647,-0.06277048079041618,-0.11643099513894226,-1.2895570938120293,-0.24255395532688737,-0.05816441933185338,-0.9915062310817361,-0.3043722726882918,-0.013921188911645944,-0.7532559431790044,-0.29305985585827693,-0.228014426438337,-0.8672317921867335,-0.08504624903487926,-0.2892434530855744,-1.0464191184839446,-0.27421118196677685,-0.17652430260660404,-0.7460578675213891,-0.26388172778273017,-0.10503902667076527,-0.5356565650097092,-0.19578767732256563,-0.36412801833800496,-0.6978947844692942,-0.11332021079676582,-0.4222380121775201,-0.8837428868352223,-0.23501502480870987,-0.31288080956312986,-0.6968027969552875,-0.19915701523003515,-0.2334507158711247,-0.5374520846067846,-0.13403977185510277
one_finger,0.0,0.0,0.0,0.18606996922783708,-0.2516617335762733,-0.1075432216653718,0.2832228791689417,-0.635884315313895,-0.15907986317017594,0.1370045658473958,-0.8836935390874574,-0.21276485233998235,-0.07230641329742082,-0.9502170297352586,-0.26638470036278966,0.1214774111701386,-1.0721900160410114,-0.054529107265378844,0.10846685303891639,-1.5058044865088613,-0.14523717452916618,0.09366612609933815,-1.773926746915205,-0.19974268661075764,0.07194293955698428,-2.0014142716694168,-0.23659096315776712,-0.06691866872308044,-0.9953567261464806,-0.06918727839198884,-0.10506721280603437,-1.2958964090578413,-0.24936718207633063,-0.04583130135489345,-0.9938136086030733,-0.3069034899706947,4.088646460582764e-05,-0.7578132966958773,-0.29144754011103496,-0.22588290426616467,-0.8668370545673166,-0.09369365725502284,-0.27784492309142433,-1.0569002107557457,-0.28486607535554925,-0.16643757961971742,-0.7460750699039144,-0.2671111714124014,-0.09864327355030646,-0.5369369919950155,-0.19319485357112615,-0.36765953556250697,-0.6943725761802628,-0.12358992463307306,-0.4165260072353904,-0.8822923114360509,-0.24768382049437077,-0.3055590161849202,-0.6858144847455228,-0.20622011610354932,-0.23037140649077392,-0.525943557200258,-0.13595397637069884
one_finger,0.0,0.0,0.0,0.1838381693636359,-0.24620314109431107,-0.09992860319345138,0.2746181262410826,-0.6412047252146906,-0.14614951872933715,0.14840822685750982,-0.9022851316451381,-0.19552607575857855,-0.060040193589525684,-0.9695995277202574,-0.24613780813022437,0.10585182461816242,-1.0652672160187389,-0.053751934631322267,0.09515796316080484,-1.496907991368026,-0.14070224218517452,0.08427649453471905,-1.7672087928897597,-0.19528107394389171,0.06492379529300982,-1.9969041044550393,-0.23281883692984717,-0.07721248624445715,-0.9944986904723003,-0.070785497221036,-0.10783788164021098,-1.2989774558427218,-0.2437258634507743,-0.03869941460696758,-1.0312388490813233,-0.30456214437813217,0.006189013849230378,-0.8045138157943404,-0.2949813260806169,-0.2344211412023399,-0.8672383257917696,-0.0959087656276596,-0.2739961823499641,-1.0700374611894559,-0.2774366424665544,-0.15634866234795347,-0.7793613075125593,-0.2637110205073661,-0.09095155085567251,-0.5697687024641518,-0.19625065155882498,-0.3746144327722148,-0.6951722112860034,-0.12625250796546483,-0.4089450276103756,-0.8946225671498862,-0.24350930611921673,-0.2947682402298367,-0.7134289340577479,-0.20481043933192425,-0.22280487783206868,-0.5503688064504355,-0.13912175081758069
